,population,gdp,carbon_intensity_elec,electricity_demand,electricity_generation,fossil_electricity,fossil_share_elec,greenhouse_gas_emissions,net_elec_imports,per_capita_electricity,renewables_electricity,gdp_per_capita,clusters,cluster
2714,17164026.0,128538000000.0,553.039,26.49,26.49,24.03,90.713,14.65,0.0,1543.344,2.46,7488.802452291788,0,pink
2715,17611356.0,121573000000.0,549.749,27.69,27.94,25.18,90.122,15.36,-0.25,1586.476,2.76,6903.102748022356,0,pink
2716,18084010.0,125609000000.0,527.303,29.85,30.4,26.24,86.316,16.03,-0.55,1681.043,4.16,6945.859906071718,0,pink
2717,18583556.0,129116000000.0,530.976,32.42,33.09,28.78,86.975,17.57,-0.67,1780.607,4.31,6947.862938610888,0,pink
2718,19432012.0,131436000000.0,541.95,34.5,35.28,31.34,88.832,19.12,-0.78,1815.561,3.94,6763.890429874168,0,pink
2719,20703000.0,134656000000.0,537.514,36.93,36.52,33.05,90.498,19.63,0.41,1763.996,3.47,6504.178138434043,0,pink
2720,21474060.0,136280000000.0,549.561,38.7,38.74,35.87,92.592,21.29,-0.04,1804.037,2.87,6346.261489443543,0,pink
2721,21827222.0,139559000000.0,551.555,40.76,40.83,38.95,95.396,22.52,-0.07,1870.6,1.88,6393.80494686864,0,pink
2722,22337558.0,139183000000.0,543.503,43.44,43.79,41.19,94.063,23.8,-0.35,1960.375,2.6,6230.895964545453,0,pink
2723,22730734.0,125946000000.0,526.422,39.26,39.55,36.27,91.707,20.82,-0.29,1739.935,3.28,5540.780161344548,0,pink
2724,22605582.0,98618941440.0,518.697,33.16,33.16,29.94,90.29,17.2,0.0,1466.894,3.22,4362.59245349224,0,pink
2725,21495830.0,80675889152.0,503.361,23.27,23.8,20.82,87.479,11.98,-0.53,1107.191,2.98,3753.094863143224,0,pink
2726,20072232.0,66107252736.0,508.458,19.96,20.1,17.77,88.408,10.22,-0.14,1001.383,2.33,3293.467947959151,0,pink
2727,19205178.0,54829457408.0,557.783,16.7,16.96,16.54,97.524,9.46,-0.26,883.095,0.42,2854.930967471377,0,pink
2728,18964252.0,53942173696.0,541.909,17.11,17.18,16.25,94.587,9.31,-0.07,905.915,0.93,2844.413462550487,0,pink
2729,18983370.0,55368777728.0,547.756,16.84,17.38,16.62,95.627,9.52,-0.54,915.538,0.76,2916.699075453937,0,pink
2730,19333464.0,56710615040.0,547.258,16.6,17.14,16.38,95.566,9.38,-0.54,886.546,0.76,2933.2878495028103,0,pink
2731,22194740.0,590046000000.0,571.017,180.52,180.52,136.41,75.565,103.08,0.0,8133.459,5.61,26584.94760470273,0,pink
2732,22333124.0,580536000000.0,584.354,184.46,184.46,142.54,77.274,107.79,0.0,8259.48,6.43,25994.392902667805,0,pink
2733,22469622.0,610723000000.0,582.382,195.25,195.25,151.29,77.485,113.71,0.0,8689.51,4.41,27179.940988771417,0,pink
2734,22593682.0,633633000000.0,592.446,205.2,205.2,161.47,78.689,121.57,0.0,9082.185,4.84,28044.698513504794,0,pink
2735,22703098.0,672472000000.0,588.719,215.06,215.06,170.46,79.262,126.61,0.0,9472.716,5.11,29620.27473078784,0,pink
2736,22796312.0,706377000000.0,588.68,223.67,223.67,177.67,79.434,131.67,0.0,9811.675,6.03,30986.45956416108,0,pink
2737,22874972.0,743467000000.0,593.213,231.62,231.62,185.52,80.097,137.4,0.0,10125.477,6.23,32501.32940053435,0,pink
2738,22942314.0,789092000000.0,591.078,239.19,239.19,191.89,80.225,141.38,0.0,10425.714,6.76,34394.612505085584,0,pink
2739,22998324.0,791832000000.0,581.843,234.84,234.84,187.28,79.748,136.64,0.0,10211.179,6.73,34429.98715906429,0,pink
2740,23044086.0,776672000000.0,576.872,226.74,226.74,178.86,78.883,130.8,0.0,9839.401,6.31,33703.745073681814,0,pink
2741,23083086.0,856203000000.0,572.91,244.0,244.0,195.28,80.033,139.79,0.0,10570.511,7.09,37092.224150618335,0,pink
2742,23143076.0,885618000000.0,571.068,249.27,249.27,199.75,80.134,142.35,0.0,10770.824,7.4,38267.08256067603,0,pink
2743,23234064.0,903889000000.0,567.474,247.43,247.43,197.92,79.99,140.41,0.0,10649.449,9.09,38903.61152487141,0,pink
2744,23330332.0,923795000000.0,562.375,249.14,249.14,198.26,79.578,140.11,0.0,10678.803,9.24,39596.307502182135,0,pink
2745,23422504.0,960946000000.0,564.104,256.85,256.85,206.18,80.273,144.89,0.0,10965.95,8.28,41026.61269691746,0,pink
2746,23512136.0,967877000000.0,569.95,255.11,255.11,209.84,82.255,145.4,0.0,10850.142,8.8,41164.996663850536,0,pink
2747,23594476.0,981423000000.0,578.062,260.82,260.82,218.11,83.625,150.77,0.0,11054.283,11.05,41595.45649583403,0,pink
2748,23665028.0,1013920000000.0,602.03,266.93,266.93,233.77,87.577,160.7,0.0,11279.514,10.71,42844.65668073581,0,pink
2749,23726186.0,1041750000000.0,591.123,272.16,272.16,233.6,85.832,160.88,0.0,11470.87,10.88,43907.18339643801,0,pink
2750,6273001.0,10735309824.0,30.758,15.43,13.98,0.21,1.502,0.43,1.45,2228.598,13.77,1711.3515244139128,0,pink
2751,6408813.0,11697939456.0,29.515,15.43,14.23,0.17,1.195,0.42,1.2,2220.38,14.06,1825.2895592366324,0,pink
2752,6541758.0,12792779776.0,27.741,16.47,15.14,0.13,0.859,0.42,1.33,2314.363,15.01,1955.556866518144,0,pink
2753,6672497.0,14027435008.0,28.781,16.34,16.33,0.16,0.98,0.47,0.01,2447.36,16.17,2102.276705107548,0,pink
2754,6801206.0,15391066112.0,28.186,16.68,16.32,0.14,0.858,0.46,0.36,2399.574,16.18,2262.990727232788,0,pink
2755,6929153.0,16469403648.0,27.187,17.17,16.92,0.12,0.709,0.46,0.25,2441.857,16.8,2376.827824122227,0,pink
2756,7057425.0,17531570176.0,30.43,17.37,16.76,0.23,1.372,0.51,0.61,2374.804,16.53,2484.1312767758777,0,pink
2757,7188397.0,18732054528.0,34.642,17.42,17.32,0.38,2.194,0.6,0.1,2409.438,16.94,2605.8736778171824,0,pink
2758,7324633.0,20204808192.0,33.549,17.87,16.99,0.35,2.06,0.57,0.88,2319.57,16.64,2758.4737954789,0,pink
2759,7468603.0,20972316672.0,30.702,16.02,15.96,0.22,1.378,0.49,0.06,2136.946,15.74,2808.064195137966,0,pink
2760,7621785.0,22280812544.0,24.585,16.42,16.27,0.03,0.184,0.4,0.15,2134.671,16.24,2923.3063572378387,0,pink
2761,7784820.0,23726721024.0,24.876,16.05,16.08,0.04,0.249,0.4,-0.03,2065.558,16.04,3047.818835117575,0,pink
2762,7956383.0,25517533184.0,25.595,16.14,16.8,0.07,0.417,0.43,-0.66,2111.512,16.73,3207.177581069187,0,pink
2763,8136612.0,27454017536.0,25.384,16.0,16.94,0.04,0.236,0.43,-0.94,2081.948,16.9,3374.1337962287007,0,pink
2764,8326354.0,29249296384.0,29.393,14.7,15.99,0.15,0.938,0.47,-1.29,1920.408,15.84,3512.8576546229,0,pink
2765,8524066.0,31037368320.0,28.857,15.64,16.98,0.15,0.883,0.49,-1.34,1992.007,16.83,3641.14594138525,0,pink
2766,8725326.0,33246705664.0,46.389,15.7,17.03,0.56,3.288,0.79,-1.33,1951.79,16.47,3810.368307613952,0,pink
2767,8925529.0,35607220224.0,59.284,16.57,17.88,0.92,5.145,1.06,-1.31,2003.242,16.96,3989.368050229852,0,pink
2768,9128131.0,38206550016.0,68.788,17.09,19.48,1.27,6.52,1.34,-2.39,2134.062,18.21,4185.583008832805,0,pink
2769,34463704.0,38757965824.0,82.305,2.48,2.43,0.17,6.996,0.2,0.05,70.509,2.26,1124.6024462141388,0,pink
2770,35414464.0,42179645440.0,47.794,2.79,2.72,0.08,2.941,0.13,0.07,76.805,2.64,1191.0287683586007,0,pink
2771,36353528.0,46307549184.0,46.263,2.89,2.81,0.1,3.559,0.13,0.08,77.296,2.71,1273.8116967354586,0,pink
2772,37333916.0,50559131648.0,45.802,2.71,2.62,0.08,3.053,0.12,0.09,70.177,2.54,1354.2413190194138,0,pink
2773,38360884.0,55646048256.0,126.761,2.95,2.84,0.39,13.732,0.36,0.11,74.034,2.45,1450.5934810052863,0,pink
2774,39439508.0,60800811008.0,303.207,3.5,3.43,1.3,37.901,1.04,0.07,86.969,2.13,1541.621944371111,0,pink
2775,40562056.0,65321259008.0,350.453,3.48,3.31,1.47,44.411,1.16,0.17,81.603,1.84,1610.40305767538,0,pink
2776,41716500.0,72742379520.0,243.842,4.18,4.06,1.22,30.049,0.99,0.12,97.324,2.84,1743.7316054798462,0,pink
2777,42870888.0,78843625472.0,244.131,4.31,4.26,1.28,30.047,1.04,0.05,99.368,2.98,1839.09475987528,0,pink
2778,43957940.0,85283995648.0,274.678,4.72,4.66,1.6,34.335,1.28,0.06,106.01,3.06,1940.1272136046407,0,pink
2779,45110532.0,93138952192.0,293.204,5.21,5.15,1.87,36.311,1.51,0.06,114.164,3.28,2064.683080926645,0,pink
2780,46416032.0,103207000000.0,387.226,5.06,5.01,2.53,50.499,1.94,0.05,107.937,2.48,2223.520528424317,0,pink
2781,47786136.0,108489000000.0,435.101,5.53,5.47,3.16,57.77,2.38,0.06,114.468,2.31,2270.3028342781263,0,pink
2782,49253648.0,116367000000.0,455.806,5.83,5.77,3.53,61.179,2.63,0.06,117.149,2.24,2362.606725089682,0,pink
2783,50814552.0,124482000000.0,371.711,6.14,6.08,2.97,48.849,2.26,0.06,119.651,3.11,2449.7313289311296,0,pink
2784,52542824.0,133146000000.0,426.829,6.63,6.56,3.69,56.25,2.8,0.07,124.851,2.87,2534.0472754186185,0,pink
2785,54401804.0,141909000000.0,417.504,7.07,6.97,3.82,54.806,2.91,0.1,128.121,3.15,2608.534819911487,0,pink
2786,56267040.0,151520000000.0,419.401,7.12,7.01,3.85,54.922,2.94,0.11,124.584,3.16,2692.8731278560235,0,pink
2787,58090444.0,162053000000.0,400.277,7.34,7.22,4.43,61.357,2.89,0.12,124.289,2.79,2789.6670922329326,0,pink
2788,63066604.0,595847000000.0,541.83,92.35,89.53,83.15,92.874,48.51,2.82,1419.61,6.38,9447.900508484649,0,pink
2789,63649892.0,612467000000.0,530.032,98.44,95.73,88.97,92.938,50.74,2.71,1504.009,6.76,9622.435808689195,0,pink
2790,64222576.0,645972000000.0,516.932,104.2,101.58,93.51,92.056,52.51,2.62,1581.687,8.07,10058.332135416056,0,pink
2791,64776960.0,688026000000.0,515.646,111.24,108.97,100.61,92.328,56.19,2.27,1682.234,8.36,10621.461704902484,0,pink
2792,65311164.0,726679000000.0,526.433,120.21,117.09,109.46,93.484,61.64,3.12,1792.802,7.63,11126.41324230571,0,pink
2793,65821360.0,752298000000.0,529.431,126.87,123.0,115.58,93.967,65.12,3.87,1868.694,7.42,11429.390094644048,0,pink
2794,66319528.0,784687000000.0,528.438,133.8,129.23,119.41,92.401,68.29,4.57,1948.596,9.82,11831.914726534242,0,pink
2795,66826752.0,822075000000.0,533.177,136.06,132.32,122.12,92.291,70.55,3.74,1980.046,10.2,12301.585448893282,0,pink
2796,67328240.0,830943000000.0,533.729,138.2,136.38,127.43,93.437,72.79,1.82,2025.599,8.95,12341.671191761436,0,pink
2797,67813656.0,820031000000.0,530.252,138.33,137.18,128.09,93.374,72.74,1.15,2022.896,9.09,12092.416901988,0,pink
2798,68270488.0,876004000000.0,530.872,156.24,150.3,141.72,94.291,79.79,5.94,2201.537,8.58,12831.371587676362,0,pink
2799,68712848.0,877821000000.0,527.797,156.58,147.14,135.31,91.96,77.66,9.44,2141.375,11.83,12775.209084624174,0,pink
2800,69157024.0,941351000000.0,524.785,165.77,157.15,143.73,91.46,82.47,8.62,2272.365,13.42,13611.791623653442,0,pink
2801,69578600.0,967124000000.0,532.063,171.4,160.62,148.29,92.323,85.46,10.78,2308.468,12.33,13899.733538760482,0,pink
2802,69960944.0,975956000000.0,532.159,173.13,162.94,149.26,91.604,86.71,10.19,2329.014,13.68,13950.011880914586,0,pink
2803,70294408.0,1004620000000.0,526.6,178.88,166.73,153.4,92.005,87.8,12.15,2371.881,13.33,14291.60623985908,0,pink
2804,70607032.0,1037070000000.0,527.171,196.15,177.76,161.79,91.016,93.71,18.39,2517.596,15.97,14687.91380439274,0,pink
2805,70898208.0,1079230000000.0,517.492,205.12,181.8,161.88,89.043,94.08,23.32,2564.24,19.92,15222.24651996846,0,pink
2806,71127808.0,1124030000000.0,504.833,207.68,182.1,156.26,85.81,91.93,25.58,2560.18,25.84,15802.961339677444,0,pink
2807,5008043.0,5742626816.0,294.118,0.45,0.17,0.07,41.176,0.05,0.28,33.945,0.1,1146.6808124451009,0,pink
2808,5145430.0,5728350720.0,416.667,0.5,0.12,0.07,58.333,0.05,0.38,23.322,0.05,1113.2890195765951,0,pink
2809,5281548.0,5709447680.0,266.667,0.48,0.15,0.06,40.0,0.04,0.33,28.401,0.09,1081.0178530991293,0,pink
2810,5421000.0,6045966336.0,235.294,0.51,0.17,0.05,29.412,0.04,0.34,31.36,0.12,1115.2861715550637,0,pink
2811,5565213.0,6257432576.0,388.889,0.59,0.18,0.1,55.556,0.07,0.41,32.344,0.08,1124.3833032087002,0,pink
2812,5711605.0,6399681536.0,444.444,0.62,0.18,0.11,61.111,0.08,0.44,31.515,0.07,1120.4699092461751,0,pink
2813,5874244.0,6714729472.0,380.952,0.61,0.21,0.12,57.143,0.08,0.4,35.749,0.09,1143.079768562559,0,pink
2814,6047539.0,6923652096.0,333.333,0.66,0.18,0.09,50.0,0.06,0.48,29.764,0.09,1144.87101215883,0,pink
2815,6222491.0,7155226112.0,166.667,0.7,0.12,0.03,25.0,0.02,0.58,19.285,0.09,1149.8973822541486,0,pink
2816,6398626.0,7467517952.0,142.857,0.76,0.14,0.03,21.429,0.02,0.62,21.88,0.11,1167.0502310964885,0,pink
2817,6571862.0,7846071296.0,352.941,0.8,0.17,0.08,47.059,0.06,0.63,25.868,0.09,1193.888626389294,0,pink
2818,6748675.0,8309243904.0,83.333,0.82,0.12,0.02,16.667,0.01,0.7,17.781,0.1,1231.2407848948126,0,pink
2819,6926634.0,8791743488.0,90.909,0.79,0.11,0.02,18.182,0.01,0.68,15.881,0.09,1269.2663547691418,0,pink
2820,7106238.0,9242968064.0,400.0,0.87,0.1,0.06,60.0,0.04,0.77,14.072,0.04,1300.683718164238,0,pink
2821,7288381.0,9806233600.0,300.0,1.06,0.2,0.08,40.0,0.06,0.86,27.441,0.12,1345.4611662041268,0,pink
2822,7473232.0,10346240000.0,594.595,1.23,0.37,0.31,83.784,0.22,0.86,49.51,0.06,1384.4398246969986,0,pink
2823,7661361.0,10859799552.0,372.093,0.88,0.43,0.23,53.488,0.16,0.45,56.126,0.2,1417.4765491405508,0,pink
2824,7852799.0,11293046784.0,519.481,1.41,0.77,0.56,72.727,0.4,0.64,98.054,0.21,1438.0919190724226,0,pink
2825,8046680.0,11866978304.0,438.596,1.26,0.57,0.36,63.158,0.25,0.69,70.837,0.21,1474.7670224241551,0,pink
2826,1332203.0,24005326848.0,509.728,5.14,5.14,5.11,99.416,2.62,0.0,3858.271,0.03,18019.270972967333,0,pink
2827,1338576.0,24648445952.0,507.547,5.3,5.3,5.27,99.434,2.69,0.0,3959.432,0.03,18413.930887749368,0,pink
2828,1345970.0,26224117760.0,507.547,5.3,5.3,5.27,99.434,2.69,0.0,3937.681,0.03,19483.43407356776,0,pink
2829,1353552.0,29582759936.0,509.091,6.05,6.05,6.02,99.504,3.08,0.0,4469.721,0.03,21855.650862323724,0,pink
2830,1361180.0,31478241280.0,508.278,6.04,6.04,6.01,99.503,3.07,0.0,4437.327,0.03,23125.70070086249,0,pink
2831,1369078.0,32955092992.0,507.53,6.64,6.64,6.6,99.398,3.37,0.0,4849.979,0.04,24071.01201830721,0,pink
2832,1376932.0,36774965248.0,508.148,6.75,6.75,6.71,99.407,3.43,0.0,4902.203,0.04,26707.902240633524,0,pink
2833,1384861.0,37972471808.0,506.925,7.22,7.22,7.19,99.584,3.66,0.0,5213.52,0.03,27419.699022501176,0,pink
2834,1392808.0,38699954176.0,506.887,7.26,7.26,7.26,100.0,3.68,0.0,5212.492,0.0,27785.562816985544,0,pink
2835,1401197.0,36471791616.0,507.463,7.37,7.37,7.37,100.0,3.74,0.0,5259.789,0.0,26029.02490941673,0,pink
2836,1410297.0,37145100288.0,506.901,7.97,7.97,7.97,100.0,4.04,0.0,5651.292,0.0,26338.494861720617,0,pink
2837,1420021.0,36506640384.0,493.932,8.24,8.24,8.24,100.0,4.07,0.0,5802.731,0.0,25708.52148242878,0,pink
2838,1430379.0,36978462720.0,493.007,8.58,8.58,8.58,100.0,4.23,0.0,5998.41,0.0,25852.21309876613,0,pink
2839,1440731.0,37960331264.0,493.289,8.94,8.94,8.94,100.0,4.41,0.0,6205.183,0.0,26347.96590341986,0,pink
2840,1450663.0,37742333952.0,492.655,8.85,8.85,8.85,100.0,4.36,0.0,6100.659,0.0,26017.299642990827,0,pink
2841,1460180.0,37523337216.0,492.786,9.01,9.01,9.0,99.889,4.44,0.0,6170.472,0.01,25697.747685901737,0,pink
2842,1469334.0,35605774336.0,490.971,8.86,8.86,8.85,99.887,4.35,0.0,6029.942,0.01,24232.59404328764,0,pink
2843,1478616.0,34782568448.0,491.448,8.77,8.77,8.76,99.886,4.31,0.0,5931.223,0.01,23523.7333073631,0,pink
2844,1504707.0,34697351168.0,490.783,8.68,8.68,8.67,99.885,4.26,0.0,5768.565,0.01,23059.20765172223,0,pink
2845,9893326.0,71818829824.0,485.944,9.96,9.96,9.88,99.197,4.84,0.0,1006.739,0.08,7259.32106391723,0,pink
2846,9995115.0,75444600832.0,486.461,10.71,10.71,10.64,99.346,5.21,0.0,1071.523,0.07,7548.147353182029,0,pink
2847,10094564.0,76877553664.0,486.074,11.07,11.13,11.04,99.191,5.41,-0.06,1102.574,0.09,7615.73790249881,0,pink
2848,10193798.0,81240031232.0,482.434,11.65,11.67,11.48,98.372,5.63,-0.02,1144.814,0.19,7969.554746130932,0,pink
2849,10292230.0,86232260608.0,482.506,12.26,12.29,12.1,98.454,5.93,-0.03,1194.105,0.19,8378.384529688901,0,pink
2850,10388349.0,89804308480.0,483.423,12.97,12.97,12.79,98.612,6.27,0.0,1248.514,0.18,8644.714235149397,0,pink
2851,10483560.0,95016263680.0,484.94,13.29,13.28,13.15,99.021,6.44,0.01,1266.745,0.13,9063.358599559691,0,pink
2852,10580399.0,101102000000.0,486.842,12.91,12.92,12.83,99.303,6.29,-0.01,1221.126,0.09,9555.594264450709,0,pink
2853,10680381.0,105766000000.0,487.787,13.5,13.51,13.44,99.482,6.59,-0.01,1264.936,0.07,9902.830245475325,0,pink
2854,10784499.0,109300000000.0,483.624,14.39,14.35,14.17,98.746,6.94,0.04,1330.614,0.18,10134.916791220436,0,pink
2855,10895063.0,112485000000.0,483.612,14.97,14.95,14.76,98.729,7.23,0.02,1372.181,0.19,10324.401061288036,0,pink
2856,11032529.0,110760000000.0,484.671,15.3,15.33,15.17,98.956,7.43,-0.03,1389.527,0.16,10039.40257034448,0,pink
2857,11174384.0,115305000000.0,480.952,16.76,16.8,16.48,98.095,8.08,-0.04,1503.438,0.32,10318.689602934712,0,pink
2858,11300284.0,118417000000.0,477.166,17.02,17.08,16.64,97.424,8.15,-0.06,1511.466,0.44,10479.117162011147,0,pink
2859,11428953.0,121401000000.0,474.244,17.77,17.86,17.27,96.697,8.47,-0.09,1562.698,0.59,10622.232850200711,0,pink
2860,11557779.0,123040000000.0,474.659,18.25,18.35,17.77,96.839,8.71,-0.1,1587.675,0.58,10645.643942491028,0,pink
2861,11685666.0,124552000000.0,474.31,18.37,18.49,17.86,96.593,8.77,-0.12,1582.28,0.63,10658.528148930493,0,pink
2862,11811441.0,126940000000.0,475.222,19.14,19.17,18.57,96.87,9.11,-0.03,1623.003,0.6,10747.206881869875,0,pink
2863,11933040.0,130322000000.0,474.385,19.42,19.52,18.88,96.721,9.26,-0.1,1635.794,0.64,10921.106440605245,0,pink
2864,64113548.0,807551000000.0,488.217,127.68,124.33,93.17,74.938,60.7,3.35,1939.216,31.16,12595.637352654388,0,pink
2865,65072016.0,753327000000.0,517.309,126.34,122.19,97.85,80.08,63.21,4.15,1877.766,24.34,11576.81974998285,0,pink
2866,65988664.0,818938000000.0,464.881,131.57,128.42,94.46,73.556,59.7,3.15,1946.092,33.96,12410.283075286992,0,pink
2867,66867324.0,872922000000.0,459.146,140.09,139.52,103.96,74.513,64.06,0.57,2086.52,35.56,13054.537669250827,0,pink
2868,67785080.0,957901000000.0,430.613,149.06,149.74,103.43,69.073,64.48,-0.68,2209.041,46.31,14131.443084525385,0,pink
2869,68704712.0,1046620000000.0,469.576,160.39,161.55,121.81,75.401,75.86,-1.16,2351.367,39.74,15233.598533969547,0,pink
2870,69601328.0,1128340000000.0,464.04,174.51,176.17,131.65,74.729,81.75,-1.66,2531.13,44.52,16211.472286850618,0,pink
2871,70468864.0,1191690000000.0,499.817,189.85,191.41,154.95,80.952,95.67,-1.56,2716.235,36.46,16910.87286436177,0,pink
2872,71320728.0,1213760000000.0,512.38,197.98,198.31,163.89,82.643,101.61,-0.33,2780.538,34.42,17018.33441745014,0,pink
2873,72225648.0,1155020000000.0,497.612,194.0,194.73,156.58,80.409,96.9,-0.73,2696.134,38.15,15991.826061567492,0,pink
2874,73195352.0,1276140000000.0,454.421,210.29,211.06,155.34,73.6,95.91,-0.77,2883.516,55.72,17434.713614055712,0,pink
2875,74173856.0,1403990000000.0,467.289,230.19,229.28,171.19,74.664,107.14,0.91,3091.116,58.09,18928.367429084446,0,pink
2876,75277440.0,1441920000000.0,457.682,242.25,239.38,174.17,72.759,109.56,2.87,3179.97,65.21,19154.742775524777,0,pink
2877,76576120.0,1510230000000.0,444.282,246.07,239.87,170.65,71.143,106.57,6.2,3132.439,69.22,19721.94464801821,0,pink
2878,78112064.0,1570590000000.0,493.999,256.88,251.62,199.0,79.088,124.3,5.26,3221.269,52.62,20106.88131349339,0,pink
2879,79646176.0,1637840000000.0,438.555,265.23,261.29,177.64,67.986,114.59,3.94,3280.635,83.65,20563.95023911757,2,dark purple
2880,81019400.0,1498500000000.0,449.048,278.57,273.69,183.45,67.028,122.9,4.88,3378.08,90.24,18495.570196767687,0,pink
2881,82089824.0,1610460000000.0,462.571,295.85,296.43,209.19,70.57,137.12,-0.58,3611.044,87.24,19618.2659619297,0,pink
2882,82809304.0,1655980000000.0,464.49,303.23,303.86,206.09,67.824,141.14,-0.63,3669.394,97.77,19997.51139074904,2,dark purple
2883,4569135.0,18299170816.0,489.73,8.25,9.25,9.25,100.0,4.53,-1.0,2024.453,0.0,4004.952976000928,0,pink
2884,4635100.0,22282608640.0,490.471,8.12,9.97,9.97,100.0,4.89,-1.85,2150.978,0.0,4807.363086017562,0,pink
2885,4698972.0,26092257280.0,490.06,9.0,10.06,10.06,100.0,4.93,-1.06,2140.894,0.0,5552.758620396121,0,pink
2886,4758992.0,30907439104.0,489.655,9.08,10.15,10.15,100.0,4.97,-1.07,2132.804,0.0,6494.534788879662,0,pink
2887,4819793.0,35857412096.0,490.179,10.03,11.2,11.2,100.0,5.49,-1.17,2323.751,0.0,7439.616617560132,0,pink
2888,4885780.0,41000558592.0,489.627,10.79,12.05,12.05,100.0,5.9,-1.26,2466.341,0.0,8391.814324836567,0,pink
2889,4954032.0,46020567040.0,490.257,11.49,12.83,12.83,100.0,6.29,-1.34,2589.81,0.0,9289.51751623728,0,pink
2890,5024897.0,51695423488.0,489.986,12.52,13.98,13.98,100.0,6.85,-1.46,2782.146,0.0,10287.857340757431,0,pink
2891,5100089.0,60005171200.0,489.738,12.65,14.13,14.13,100.0,6.92,-1.48,2770.54,0.0,11765.514523374004,0,pink
2892,5180961.0,64415940608.0,490.013,13.45,15.02,15.02,100.0,7.36,-1.57,2899.076,0.0,12433.203146674912,0,pink
2893,5267975.0,71126122496.0,489.783,13.25,15.66,15.66,100.0,7.67,-2.41,2972.679,0.0,13501.605929413105,0,pink
2894,5360813.0,82538332160.0,489.809,13.64,16.19,16.19,100.0,7.93,-2.55,3020.064,0.0,15396.607223568515,0,pink
2895,5458688.0,91657732096.0,489.808,13.96,16.68,16.68,100.0,8.17,-2.72,3055.679,0.0,16791.165220653755,0,pink
2896,5560099.0,100975000000.0,489.853,14.89,17.74,17.74,100.0,8.69,-2.85,3190.591,0.0,18160.64785896798,0,pink
2897,5663159.0,111421000000.0,490.094,15.97,19.18,19.18,100.0,9.4,-3.21,3386.802,0.0,19674.7080560514,0,pink
2898,5766427.0,118608000000.0,490.085,17.98,21.18,21.18,100.0,10.38,-3.2,3672.985,0.0,20568.71612178564,0,pink
2899,5868568.0,125986000000.0,490.085,17.98,21.18,21.18,100.0,10.38,-3.2,3609.058,0.0,21467.928803074275,0,pink
2900,5968388.0,134138000000.0,490.085,17.98,21.18,21.18,100.0,10.38,-3.2,3548.697,0.0,22474.74527460346,0,pink
2901,6065072.0,142391000000.0,490.085,17.98,21.18,21.18,100.0,10.38,-3.2,3492.127,0.0,23477.215109729943,0,pink
2902,24020710.0,28839088128.0,44.025,1.43,1.59,0.04,2.516,0.07,-0.16,66.193,1.55,1200.592660583305,0,pink
2903,24763328.0,31387265024.0,44.025,1.43,1.59,0.04,2.516,0.07,-0.16,64.208,1.55,1267.489774556958,0,pink
2904,25545098.0,33626853376.0,40.936,1.45,1.71,0.04,2.339,0.07,-0.26,66.94,1.67,1316.3720638691618,0,pink
2905,26354740.0,35593797632.0,44.444,1.59,1.8,0.05,2.778,0.08,-0.21,68.299,1.75,1350.5653112874572,0,pink
2906,27146082.0,37411397632.0,46.392,1.75,1.94,0.05,2.577,0.09,-0.19,71.465,1.89,1378.1509107649497,0,pink
2907,27946586.0,40921112576.0,61.538,1.89,1.95,0.11,5.641,0.12,-0.06,69.776,1.84,1464.2615944573697,0,pink
2908,28773230.0,43572248576.0,197.452,1.57,1.57,0.4,25.478,0.31,0.0,54.565,1.17,1514.3328912325796,0,pink
2909,29629804.0,46853861376.0,213.198,1.96,1.97,0.56,28.426,0.42,-0.01,66.487,1.41,1581.3085154393866,0,pink
2910,30509868.0,51468918784.0,206.897,2.3,2.32,0.62,26.724,0.48,-0.02,76.041,1.7,1686.959733290226,0,pink
2911,31412526.0,55303700480.0,279.167,2.35,2.4,0.89,37.083,0.67,-0.05,76.403,1.51,1760.5620280266542,0,pink
2912,32341724.0,59228536832.0,308.55,2.65,2.69,1.1,40.892,0.83,-0.04,83.174,1.59,1831.335176566345,0,pink
2913,33295738.0,62855835648.0,291.188,2.56,2.61,1.0,38.314,0.76,-0.05,78.388,1.61,1887.8042483395325,0,pink
2914,34273296.0,64257404928.0,163.265,1.9,1.96,0.38,19.388,0.32,-0.06,57.187,1.58,1874.853382295068,0,pink
2915,35273568.0,66627399680.0,65.637,2.53,2.59,0.14,5.405,0.17,-0.06,73.426,2.45,1888.8761034891625,0,pink
2916,36336544.0,70033965056.0,103.203,2.68,2.81,0.29,10.32,0.29,-0.13,77.333,2.52,1927.3700067898587,0,pink
2917,37477356.0,73613877248.0,101.045,2.8,2.87,0.29,10.105,0.29,-0.07,76.58,2.58,1964.222802910643,0,pink
2918,38748308.0,77532053504.0,82.228,3.65,3.77,0.29,7.692,0.31,-0.12,97.295,3.48,2000.9145561659104,0,pink
2919,40127096.0,81428807680.0,74.169,3.62,3.91,0.26,6.65,0.29,-0.29,97.44,3.65,2029.272381933644,0,pink
2920,41515400.0,86584074240.0,88.167,4.11,4.31,0.31,7.193,0.38,-0.2,103.817,4.0,2085.589305173502,0,pink
2921,48879752.0,253196000000.0,343.318,167.42,171.27,82.65,48.257,58.8,-3.85,3503.905,11.28,5179.977181553621,0,pink
2922,48414536.0,281110000000.0,348.822,169.75,172.81,84.59,48.95,60.28,-3.06,3569.382,12.05,5806.3140375857365,0,pink
